@relation ProteinFoldsPFRES

@attribute pcvA numeric
@attribute pcvR numeric
@attribute pcvN numeric
@attribute pcvD numeric
@attribute pcvC numeric
@attribute pcvQ numeric
@attribute pcvE numeric
@attribute pcvG numeric
@attribute pcvH numeric
@attribute pcvI numeric
@attribute pcvL numeric
@attribute pcvK numeric
@attribute pcvM numeric
@attribute pcvF numeric
@attribute pcvP numeric
@attribute pcvS numeric
@attribute pcvT numeric
@attribute pcvW numeric
@attribute pcvY numeric
@attribute pcvV numeric
@attribute sscC numeric
@attribute sscE numeric
@attribute sscH numeric
@attribute dssC numeric
@attribute dssE numeric
@attribute dssH numeric
@attribute adssCCC numeric
@attribute adssCCE numeric
@attribute adssCCH numeric
@attribute adssCEC numeric
@attribute adssCEE numeric
@attribute adssCEH numeric
@attribute adssCHC numeric
@attribute adssCHE numeric
@attribute adssCHH numeric
@attribute adssECC numeric
@attribute adssECE numeric
@attribute adssECH numeric
@attribute adssEEC numeric
@attribute adssEEE numeric
@attribute adssEEH numeric
@attribute adssEHC numeric
@attribute adssEHE numeric
@attribute adssEHH numeric
@attribute adssHCC numeric
@attribute adssHCE numeric
@attribute adssHCH numeric
@attribute adssHEC numeric
@attribute adssHEE numeric
@attribute adssHEH numeric
@attribute adssHHC numeric
@attribute adssHHE numeric
@attribute adssHHH numeric
@attribute length numeric
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
9,10,9,11,4,7,15,6,28,7,9,5,17,19,18,7,10,11,29,9,0.4228,0.2358,0.3415,6,8,5,0,0,0,2,1,2,1,0,0,0,1,1,0,0,2,2,1,0,0,3,0,0,1,0,0,0,0,246,z
13,13,1,18,1,8,19,3,8,12,10,9,13,14,35,8,10,15,8,13,0.4672,0.1737,0.3591,9,7,7,0,0,2,1,1,0,0,3,1,1,1,3,1,0,0,0,1,0,1,0,0,3,0,1,1,0,0,259,w
24,24,17,12,3,8,8,8,16,22,22,15,8,3,7,4,6,0,5,16,0.4831,0.1483,0.3686,7,3,6,0,0,1,0,0,0,1,2,1,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,236,p
1,0,9,8,4,1,1,22,4,29,28,14,14,2,0,16,10,0,0,21,0.4516,0.2258,0.3226,7,5,4,0,0,0,1,1,1,3,0,0,0,1,2,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,186,t
16,10,10,9,8,17,11,10,9,18,27,8,21,11,8,14,12,0,9,6,0.1589,0,0.8411,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,107,d
7,19,12,15,11,2,1,15,3,20,6,20,1,0,8,1,4,0,0,29,0.49,0.1687,0.3414,11,3,9,0,0,2,0,0,0,5,2,1,1,0,2,0,0,0,0,0,0,1,0,4,2,0,0,1,0,0,249,p
18,2,5,4,3,1,1,35,0,21,9,8,10,6,4,17,25,5,6,16,0.3092,0.1159,0.5749,3,2,8,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,2,207,t
22,17,10,8,14,4,0,7,2,16,16,9,14,13,18,4,9,0,5,21,0.4309,0.0987,0.4704,10,0,11,0,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,304,p
11,13,8,0,1,1,1,29,0,22,14,19,23,14,6,10,13,1,4,14,0.3415,0.1037,0.5549,3,1,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,164,t
4,9,6,25,0,4,16,4,10,21,19,24,13,12,15,3,13,18,6,8,0.4254,0.2193,0.3553,8,5,7,0,0,0,2,1,0,3,1,1,0,0,4,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1,228,p
37,3,4,17,11,1,7,28,8,12,18,0,17,11,11,2,13,8,4,17,0.4365,0.1492,0.4144,6,4,6,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,2,1,0,0,1,2,1,0,1,0,0,0,181,s
13,0,0,0,0,0,0,27,5,12,30,0,32,15,10,8,16,10,19,9,0.414,0.1774,0.4086,5,4,7,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,1,1,0,1,1,2,0,1,1,0,0,186,s
11,14,0,18,6,11,10,22,5,17,21,9,6,15,12,11,9,5,12,20,0.48,0.11,0.41,5,2,5,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,200,r
3,17,21,9,1,5,6,19,15,14,10,12,9,40,15,7,8,58,16,5,0.5556,0.1173,0.3272,10,4,7,0,0,1,2,0,0,5,1,0,0,0,4,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,324,p
18,13,14,19,7,7,20,0,7,26,16,18,13,8,17,11,4,3,3,14,0.4035,0.2222,0.3743,2,3,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,171,p
15,27,6,26,0,13,7,13,18,15,10,4,8,1,23,4,6,1,16,19,0.4962,0.1603,0.3435,11,6,7,0,1,1,3,0,0,2,3,0,0,1,4,0,0,0,1,0,0,2,0,1,2,0,1,0,0,0,262,w
6,10,16,5,6,18,10,23,6,19,24,12,20,4,0,4,9,0,2,19,0.4786,0.1143,0.4071,8,2,8,1,0,1,0,0,0,3,1,1,0,0,1,0,0,0,1,0,0,1,0,4,1,0,0,1,0,0,280,s
14,14,6,8,6,11,2,35,0,14,15,8,1,12,0,12,20,0,1,13,0.4661,0.1116,0.4223,8,3,7,0,0,1,0,0,1,3,1,0,0,0,1,0,0,0,1,0,1,2,0,2,1,0,1,0,1,0,251,s
11,9,14,10,4,8,15,18,12,35,3,14,6,14,15,8,8,0,7,13,0.5136,0.1531,0.3333,7,4,9,0,0,0,0,0,0,3,1,2,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,294,p
12,18,11,20,1,21,25,7,5,5,19,19,2,10,2,4,5,18,10,3,0.4528,0.1019,0.4453,8,2,8,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,265,p
7,9,1,18,2,15,24,7,2,6,24,12,16,11,36,7,9,1,21,2,0.5327,0.1651,0.3022,12,7,8,0,1,1,3,1,1,2,1,1,0,2,3,1,0,0,1,0,0,2,2,0,1,0,0,1,0,1,321,w
3,17,9,9,0,9,13,23,0,4,15,33,3,26,0,15,13,2,3,2,0.175,0,0.825,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80,d
1,2,16,11,0,5,9,20,2,21,15,4,15,9,16,6,6,0,4,22,0.3915,0.1887,0.4198,6,5,6,0,0,1,0,0,2,1,1,0,1,0,1,0,0,0,1,2,0,0,1,1,2,0,1,0,0,0,212,t
12,10,13,11,2,15,17,13,12,16,3,20,25,4,1,10,18,13,18,19,0.381,0.2041,0.415,4,3,5,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,147,r
1,13,0,14,8,1,0,23,16,18,10,4,10,11,14,11,14,29,28,10,0.4942,0.1699,0.3359,7,6,6,0,0,1,1,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,259,p
15,12,13,23,0,10,21,0,6,21,11,18,16,17,0,2,7,9,4,8,0.3687,0.1521,0.4793,2,4,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,3,0,1,1,217,p
3,10,2,12,10,4,2,22,34,15,9,3,10,10,19,15,20,24,24,9,0.5187,0.1567,0.3246,10,6,8,0,0,0,2,0,0,3,4,0,0,1,5,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,268,p
1,24,6,9,5,16,17,18,21,13,10,14,12,10,16,4,12,4,21,6,0.2909,0.2818,0.4273,2,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,110,z
15,8,11,12,2,16,24,10,9,8,24,3,17,10,8,1,7,0,13,4,0.3152,0,0.6848,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,92,c
12,1,11,19,4,8,30,12,13,9,1,23,1,1,12,4,17,7,1,20,0.4432,0.5568,0,3,7,0,0,0,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,g
6,3,11,28,25,15,22,5,10,15,16,5,3,27,7,4,10,11,19,13,0.4623,0.1558,0.3819,7,4,5,0,0,0,0,1,1,4,0,0,0,1,1,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,199,v
11,11,17,2,7,1,11,16,7,17,6,25,13,14,13,6,12,11,13,12,0.4756,0.1556,0.3689,6,1,6,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,225,p
11,7,16,23,0,3,8,5,1,26,31,4,8,2,8,5,11,0,0,24,0.3478,0.1449,0.5072,3,4,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,0,1,1,1,0,1,0,0,0,138,r
19,14,4,21,0,1,8,11,1,17,10,7,20,0,13,11,10,0,0,21,0.4079,0.1184,0.4737,4,2,5,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,152,r
9,9,16,21,0,6,17,7,5,23,8,15,16,15,12,3,16,3,9,22,0.4041,0.1164,0.4795,8,2,11,0,0,0,0,0,0,3,1,3,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,2,1,1,292,p
10,12,3,16,1,11,2,7,11,5,8,4,3,1,56,20,13,0,1,6,0.5531,0.419,0.0279,8,7,0,0,1,0,5,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,i
19,7,0,17,0,10,10,29,10,21,10,2,4,15,12,5,6,0,12,24,0.5657,0.1886,0.2458,8,5,5,0,1,0,1,1,0,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,297,q
6,5,6,14,2,6,9,20,23,17,8,13,10,21,27,12,15,10,17,6,0.4957,0.1496,0.3547,6,2,5,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,234,q
15,7,7,7,0,12,7,15,3,10,12,11,21,3,10,10,15,0,0,17,0.4532,0.1199,0.427,9,4,8,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,1,2,0,1,1,4,0,0,2,0,0,0,267,s
2,28,10,20,3,2,19,3,22,20,15,13,2,19,22,5,3,2,12,16,0.4231,0.0944,0.4825,11,3,10,0,0,1,0,0,1,6,2,0,0,0,2,0,0,0,1,0,0,1,1,5,2,0,0,0,0,0,286,t
7,9,15,10,1,9,5,1,9,3,7,10,14,18,30,21,13,6,13,5,0.478,0.1153,0.4068,7,4,8,0,0,1,0,0,1,2,2,0,0,0,2,0,0,0,1,0,1,1,0,2,2,0,1,0,1,0,295,s
15,11,21,4,4,1,0,21,8,9,0,10,2,18,2,12,10,13,38,16,0.5843,0.1536,0.262,9,5,4,0,1,0,2,0,0,2,2,0,1,1,3,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,332,p
2,2,1,8,9,8,3,25,0,17,18,19,5,15,0,7,22,0,10,24,0.4911,0.2544,0.2544,6,5,4,0,0,0,0,1,1,3,0,0,0,1,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,169,t
0,3,14,11,0,2,1,18,27,18,10,12,6,5,8,7,18,0,3,13,0.427,0.191,0.382,6,3,5,0,0,1,0,0,1,2,1,0,0,0,2,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,178,t
13,9,8,6,3,6,6,22,0,10,15,5,4,7,24,24,13,4,7,16,0.5652,0.4348,0,8,12,0,0,0,0,4,3,0,0,0,0,0,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161,m
12,7,6,15,3,16,15,9,8,13,14,3,14,22,15,5,8,16,11,10,0.375,0.2604,0.3646,3,4,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,96,z
9,9,1,4,13,10,9,12,17,15,14,4,6,0,11,11,15,4,11,31,0.537,0.463,0,4,7,0,0,0,0,2,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,h
12,18,7,18,0,16,24,2,2,7,11,20,7,9,9,12,12,8,3,2,0.5789,0.2544,0.1667,5,3,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,114,y
5,11,13,0,0,3,4,21,7,15,9,19,0,20,9,17,11,0,7,19,0.452,0.2486,0.2994,7,7,5,0,0,0,1,1,0,1,3,0,0,1,4,1,0,0,1,0,0,0,1,0,2,0,1,0,0,0,177,t
15,13,20,0,6,13,6,26,5,1,1,5,12,1,10,18,14,0,2,3,0.6023,0.3977,0,5,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,l
16,6,13,5,0,3,10,17,1,16,5,10,17,8,21,21,22,0,0,13,0.6195,0.2212,0.1593,5,4,1,0,0,0,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,113,y
16,15,14,13,0,13,8,17,1,10,24,16,21,8,0,17,9,0,1,8,0.2653,0,0.7347,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,98,d
10,24,7,7,8,5,4,25,10,0,0,15,6,7,31,27,5,0,1,0,0.6203,0.0633,0.3165,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,79,c
16,7,2,15,1,7,38,7,4,8,8,25,6,10,26,3,3,0,13,15,0.3981,0,0.6019,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,103,c
5,16,13,21,0,9,12,9,5,6,14,17,10,1,21,15,10,0,1,10,0.5339,0.3559,0.1102,6,4,1,0,1,0,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,118,l
12,9,9,2,1,7,8,6,5,9,14,17,28,3,16,28,15,0,1,9,0.6358,0.3311,0.0331,7,5,0,0,2,0,3,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,g
4,8,17,18,1,15,14,0,7,22,13,16,16,10,6,13,14,2,4,22,0.4259,0.1481,0.4259,3,1,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,108,u
9,36,15,15,2,10,3,3,10,12,21,11,7,8,7,13,11,14,9,6,0.6047,0.186,0.2093,3,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,86,z
14,40,10,2,7,10,7,10,7,13,17,14,6,14,13,3,15,7,7,15,0.4228,0.3902,0.187,3,4,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,123,z
12,6,8,19,1,12,23,10,0,12,5,25,2,8,22,16,13,0,3,10,0.5764,0.4236,0,5,8,0,0,0,0,2,2,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,144,l
8,25,8,0,4,4,1,3,7,9,21,7,19,12,28,25,19,0,0,8,0.4848,0.2222,0.2929,4,3,2,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,99,u
10,5,6,12,6,6,22,8,4,8,4,10,2,5,43,25,17,9,2,9,0.6324,0.3676,0,7,7,0,0,1,0,3,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,g
18,3,3,14,23,2,18,21,2,14,13,2,24,5,6,7,9,0,4,24,0.4651,0.1802,0.3547,6,3,4,0,0,1,0,1,0,2,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,172,v
11,9,12,19,36,17,19,0,9,0,0,14,0,0,8,11,7,0,2,0,0.4286,0.1071,0.4643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-
23,3,2,16,0,4,0,37,6,28,13,10,4,7,6,9,10,0,0,30,0.4375,0.25,0.3125,4,4,3,0,1,0,1,0,0,1,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128,v
6,3,7,6,10,2,5,32,4,29,30,5,14,14,0,7,21,0,3,22,0.4553,0.187,0.3577,3,2,3,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,123,v
6,3,20,11,1,18,9,14,24,4,14,8,19,17,12,1,7,26,21,4,0.6056,0.112,0.2824,10,4,9,2,0,2,0,0,0,2,3,0,1,0,2,0,0,0,0,0,1,1,0,2,2,0,1,1,0,1,393,p
12,15,21,23,4,16,21,1,1,7,22,18,4,14,6,10,4,2,11,3,0.1826,0,0.8174,2,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,115,d
6,11,6,20,2,11,19,12,0,26,12,12,15,0,15,13,17,0,1,26,0.4403,0.1893,0.3704,7,4,8,0,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,2,0,2,0,2,1,0,1,1,0,0,243,p
0,10,19,24,6,13,15,6,14,9,6,14,11,7,8,1,12,6,12,15,0.5256,0.3205,0.1538,2,4,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,l
3,12,11,18,1,9,23,10,10,18,10,24,11,12,9,14,5,1,14,8,0.4609,0.1564,0.3827,9,5,8,0,0,1,1,0,1,3,2,0,0,0,3,0,0,0,2,0,0,1,2,2,1,0,1,0,0,0,243,p
18,9,10,9,1,15,17,5,21,25,8,18,22,6,11,7,14,0,3,21,0.3163,0.3163,0.3673,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,98,z
11,8,7,13,20,10,11,6,8,8,1,18,6,1,4,12,6,22,3,11,0.2671,0,0.7329,2,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,146,a
15,10,5,16,9,16,25,9,5,7,9,24,6,2,6,11,7,20,5,10,0.3056,0,0.6944,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,144,a
10,8,7,20,16,11,17,5,12,11,5,18,5,1,3,10,5,23,2,15,0.2635,0,0.7365,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,148,a
12,17,3,16,1,3,5,29,8,14,13,15,3,12,6,7,12,24,13,21,0.5442,0.3197,0.1361,6,4,2,0,1,1,2,0,1,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,147,l
2,9,1,6,18,14,18,6,12,12,13,11,7,6,8,2,10,4,16,10,0.5522,0.4478,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,g
8,6,10,14,3,24,12,7,5,14,9,11,5,15,20,14,13,1,10,25,0.3204,0.6796,0,1,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,103,g
10,28,6,9,5,12,17,1,6,10,23,13,6,6,9,4,7,0,24,11,0.3151,0.0274,0.6575,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,73,c
19,12,20,2,5,10,2,24,25,23,21,9,9,3,3,3,6,11,14,19,0.44,0.344,0.216,4,6,3,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,125,s
29,11,0,7,0,0,4,35,0,29,8,1,4,0,9,10,9,0,10,24,0.4569,0.2414,0.3017,9,6,4,0,0,2,2,1,0,2,1,0,2,2,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,232,q
6,9,11,15,12,10,22,8,7,1,11,20,1,26,3,13,22,27,14,7,0.4444,0.5556,0,3,7,0,0,0,0,1,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,i
16,9,5,4,11,7,3,27,11,34,20,17,19,0,9,3,0,5,14,17,0.3554,0.1867,0.4578,3,5,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,1,0,0,2,1,0,0,2,0,0,0,166,s
0,10,1,2,12,10,14,25,5,14,13,5,4,3,22,21,20,4,1,24,0.4957,0.5043,0,6,9,0,0,0,0,3,2,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,115,g
2,10,16,11,0,10,21,9,2,15,15,21,16,21,4,3,11,13,18,15,0.5136,0.1634,0.323,12,5,6,2,0,2,2,0,0,4,1,0,1,1,2,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,257,w
2,3,31,15,35,9,9,25,14,10,6,3,2,1,5,11,8,0,0,7,0.7368,0.2632,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,-
10,9,16,9,14,12,12,16,8,15,13,6,15,7,24,9,4,8,11,14,0.6,0.4,0,7,5,0,1,2,0,2,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,m
23,16,7,0,1,5,7,35,5,12,24,9,4,1,0,1,0,0,2,17,0.488,0.259,0.253,4,2,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,166,q
1,14,17,14,0,1,9,9,5,30,14,5,4,11,38,3,10,4,3,21,0.3967,0.2975,0.3058,2,3,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,121,q
28,12,4,2,1,3,3,30,0,24,8,11,1,7,0,19,18,0,0,19,0.4359,0.1099,0.4542,7,2,7,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,1,0,4,1,0,0,1,0,0,273,s
5,4,15,19,24,6,19,7,16,15,6,13,10,31,7,3,16,10,22,10,0.4945,0.1978,0.3077,6,3,3,0,1,0,1,1,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,182,v
3,21,6,24,6,4,11,7,5,9,25,11,11,6,2,11,13,10,18,11,0.4195,0.1707,0.4098,6,2,7,0,0,0,1,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,205,p
3,10,16,7,40,8,9,4,9,8,5,18,3,3,14,7,4,11,8,9,0.6522,0.3478,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,-
0,5,15,20,11,12,20,5,4,17,12,17,7,7,2,12,16,0,6,23,0.589,0.411,0,3,4,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,g
8,7,16,14,9,9,9,4,11,19,15,17,5,15,10,11,17,1,23,15,0.4604,0.4173,0.1223,3,7,1,0,0,0,0,2,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,139,l
2,10,9,15,24,21,10,7,10,22,22,15,9,20,4,3,6,4,12,31,0.5,0.34,0.16,6,5,2,0,0,1,2,1,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150,l
16,11,11,6,6,7,12,16,7,14,9,19,15,18,6,14,23,9,10,16,0.3841,0.5217,0.0942,3,8,1,0,0,0,0,1,0,1,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,138,o
16,19,11,6,16,5,2,7,9,16,18,9,15,14,11,8,11,0,6,18,0.425,0.55,0.025,4,8,0,0,0,0,1,2,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160,g
6,17,2,0,0,3,2,28,6,18,21,12,11,16,0,12,18,7,14,12,0.468,0.168,0.364,8,3,7,1,0,1,0,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,250,p
3,9,10,15,7,10,15,7,4,33,38,20,22,4,0,13,9,0,3,13,0.2952,0.1048,0.6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,105,c
19,17,6,12,2,20,9,7,4,14,23,6,17,1,0,8,7,0,3,10,0.4675,0.0779,0.4545,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,77,c
3,17,10,18,9,17,25,1,14,18,20,17,12,18,2,7,13,1,19,4,0.4581,0,0.5419,7,0,7,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,179,f
16,9,7,17,1,10,14,14,3,12,12,26,13,16,7,9,4,6,5,15,0.3667,0.48,0.1533,5,8,2,0,0,0,2,2,0,0,0,0,0,2,0,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,150,g
14,9,0,13,27,5,19,9,17,11,27,5,8,5,5,4,19,5,10,15,0.4286,0.1948,0.3766,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,77,u
13,19,5,1,1,6,5,34,2,13,12,16,14,1,0,10,19,11,0,12,0.4457,0.1318,0.4225,7,3,7,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,2,0,0,0,258,s
13,24,12,20,4,15,22,5,6,8,18,28,6,7,6,4,1,11,3,5,0.4291,0.0272,0.5437,13,2,16,0,0,0,1,0,0,7,1,3,0,0,2,0,0,0,0,0,0,0,1,8,1,0,0,3,0,2,515,p
4,12,3,9,0,3,21,16,6,18,21,24,19,6,10,9,4,3,3,15,0.4277,0.1195,0.4528,7,1,6,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,159,r
11,18,9,13,4,8,11,17,0,15,8,20,8,10,7,19,13,10,2,22,0.381,0.1355,0.4835,7,6,8,0,0,0,1,0,1,2,2,0,0,0,2,0,0,0,2,2,0,0,1,2,1,0,3,0,0,0,273,s
12,14,3,3,0,5,5,10,1,9,17,9,11,2,28,10,19,16,10,11,0.5074,0.092,0.4006,12,3,8,1,1,1,1,0,0,5,2,0,1,0,2,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,337,p
13,6,7,2,9,9,5,13,9,13,9,12,14,11,9,18,9,0,13,15,0.4571,0.5429,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,k
2,10,23,13,5,10,9,16,15,26,4,17,13,14,19,9,9,0,9,12,0.4588,0.1756,0.3656,8,5,9,0,0,1,1,0,0,1,2,2,1,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,2,1,279,p
3,15,9,1,13,11,8,24,10,17,5,21,12,12,12,16,10,9,7,10,0.45,0.2571,0.2929,3,4,4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,140,t
